,Unnamed: 0,author,published_at,updated_at,like_count,text,results
1207,1207,Bruno Hrvman,2023-11-07T10:19:09Z,2023-11-07T10:19:09Z,0,The MCU ends with Endgame,"[{'label': 'POSITIVE', 'score': 0.989413857460022}]"
1208,1208,SANKET DHAPATKAR,2023-11-07T09:57:50Z,2023-11-07T09:57:50Z,0,BIG FLOP! TRASH MOVIE IK BEFORE EVEN I’ve SEEN IT!,"[{'label': 'NEGATIVE', 'score': 0.9997863173484802}]"
1209,1209,Abdulaziz Kodirov,2023-11-07T09:42:19Z,2023-11-07T09:42:19Z,0,Can’t wait to see this movie flop hard 😂,"[{'label': 'NEGATIVE', 'score': 0.9997860789299011}]"
1210,1210,Avatar MEDS,2023-11-07T08:54:00Z,2023-11-07T08:54:00Z,1,"Buenas, no veo la cantidad de dislike 😅, porque será?
Pero no importa, dejo mi dislike y no la iré a ver. Es más ni siquiera la veré en versión pirata. Es más no he visto ni la primera en la tv gratis. 😅.","[{'label': 'NEGATIVE', 'score': 0.9943820834159851}]"
1211,1211,Realty of Islam02,2023-11-07T08:33:37Z,2023-11-07T08:33:37Z,0,Nice,"[{'label': 'POSITIVE', 'score': 0.9998552799224854}]"
1212,1212,MusicInfected,2023-11-07T08:29:04Z,2023-11-07T08:29:04Z,8,This.. will...fail... so hard.,"[{'label': 'NEGATIVE', 'score': 0.999797523021698}]"
1213,1213,Yogesh K,2023-11-07T07:26:42Z,2023-11-07T07:26:42Z,0,Happy Women's day 🎉,"[{'label': 'POSITIVE', 'score': 0.9998433589935303}]"
1214,1214,naponroy,2023-11-07T06:40:00Z,2023-11-07T06:40:00Z,1,"hmm.... -305,592 (dislikes) as of Nov. 7th. Pretty standard ratio.","[{'label': 'NEGATIVE', 'score': 0.9894620776176453}]"
1215,1215,Richard Wilson,2023-11-07T06:27:40Z,2023-11-07T06:27:40Z,0,Imust see this movie.,"[{'label': 'POSITIVE', 'score': 0.9985658526420593}]"
1216,1216,Govna2104,2023-11-07T04:58:40Z,2023-11-07T04:58:40Z,0,Intergalatic was simulataneously very well and also shittily used,"[{'label': 'NEGATIVE', 'score': 0.9839449524879456}]"
1217,1217,Steve Vadeboncoeur,2023-11-07T03:55:33Z,2023-11-07T03:55:33Z,13,Box Office Pro: 'The Marvels' Could Be Disney's Next Bomb,"[{'label': 'NEGATIVE', 'score': 0.9867666363716125}]"
1218,1218,Drednaut505,2023-11-07T03:54:40Z,2023-11-07T03:54:40Z,3,This Is Why 'The Marvels' Is Destined To Flop,"[{'label': 'NEGATIVE', 'score': 0.9998024106025696}]"
1219,1219,Janna Kennels,2023-11-07T03:47:29Z,2023-11-07T03:47:29Z,0,"This is going to be awesome because of all the women and BIPOCs. Thanks, Marvel.","[{'label': 'POSITIVE', 'score': 0.9998615980148315}]"
1220,1220,DB Flexer,2023-11-07T03:46:21Z,2023-11-07T03:46:21Z,0,"I see there's some childish, immature, goofiness in this film that I don't care for. I'll wait for this to show up on Amazon.","[{'label': 'NEGATIVE', 'score': 0.9994792342185974}]"
1221,1221,YmazingMeh 3000,2023-11-07T03:39:29Z,2023-11-07T03:39:29Z,16,"I have mixed feelings about the movie. I’m honestly worried given the current state of the franchise. I don’t really like the CGI of the movie, or the writing. It feels very out of place. Hopefully it redeems Fury after Secret Invasion. Otherwise, the MCU is truly in shambles. Not that I’m complaining, just saying Marvel needs to change.","[{'label': 'NEGATIVE', 'score': 0.9982241988182068}]"
1222,1222,Rob RVA,2023-11-07T03:32:47Z,2023-11-07T03:32:47Z,3,FLOP,"[{'label': 'NEGATIVE', 'score': 0.9997636675834656}]"
1223,1223,Mike Ramirez,2023-11-07T03:07:35Z,2023-11-07T03:07:35Z,2,This is an intergalactic flop...,"[{'label': 'NEGATIVE', 'score': 0.9997923970222473}]"
1224,1224,J,2023-11-07T03:03:59Z,2023-11-07T03:03:59Z,3,I wouldn't wish this movie on Hamas.,"[{'label': 'NEGATIVE', 'score': 0.9833176136016846}]"
1225,1225,Mannyy,2023-11-07T03:02:05Z,2023-11-07T03:02:05Z,1,"Before I watching the trailer everyone laugh because I said "" I bet it's another woman power movie"" like black panther and most these days are making it about the woman the hero like cmon let's slow down on all this already,  Marvel loosing alot of fans","[{'label': 'NEGATIVE', 'score': 0.9607864022254944}]"
1226,1226,Huskies For Life,2023-11-07T03:01:58Z,2023-11-07T03:01:58Z,3,This movie looks just terrrrrrrrrrrrrrible,"[{'label': 'NEGATIVE', 'score': 0.9942065477371216}]"
1227,1227,Pete,2023-11-07T03:00:10Z,2023-11-07T03:00:10Z,15,I couldn’t be less excited. I don’t even know why I clicked on this,"[{'label': 'NEGATIVE', 'score': 0.9933945536613464}]"
1228,1228,Steve Vadeboncoeur,2023-11-07T02:59:41Z,2023-11-07T02:59:41Z,8,The Marvels Predicted to Flop According to forecasts by Box Office Pro,"[{'label': 'NEGATIVE', 'score': 0.9996955394744873}]"
1229,1229,JGBurqueno,2023-11-07T02:59:11Z,2023-11-07T02:59:11Z,2,🗑🚮🗑🚮🗑🚮,"[{'label': 'NEGATIVE', 'score': 0.6970565319061279}]"
1230,1230,Matt Wiggins,2023-11-07T02:58:08Z,2023-11-07T02:58:08Z,2,"Superhero fatigue is real.  Marvel lost me after Endgame.  Basically do comedy (ala guardians) or move on, or give it a rest for a few years.  But nah, I'm done for now.  I'll check back in in a decade.","[{'label': 'NEGATIVE', 'score': 0.9745770692825317}]"
1231,1231,Ryan,2023-11-07T02:57:39Z,2023-11-07T02:58:44Z,1,"lol even the “bad guy” is a woman. Pretty soon, Samuel L Jackson will be the only man on set 😂

Hard pass for me, just like everything else that’s been launched since No way home.","[{'label': 'POSITIVE', 'score': 0.9926962852478027}]"
1232,1232,Gabagool,2023-11-07T02:56:29Z,2023-11-07T02:56:29Z,10,It’s gonna bomb,"[{'label': 'NEGATIVE', 'score': 0.9979274272918701}]"
1233,1233,Drednaut505,2023-11-07T02:47:38Z,2023-11-07T02:47:38Z,7,hollywood clowns are just as bright and just as talented as regular clowns,"[{'label': 'POSITIVE', 'score': 0.9975495934486389}]"
1234,1234,UFO VIDEO,2023-11-07T02:47:16Z,2023-11-07T02:47:54Z,0,"I really disliked Captain Marvel (it was annoying for a variety of reasons like the villain being awful) and I think this villain looks awful too, but I kinda wanna see this movie now, when beforehand I had zero interest. So good job preview. Pat on the back. I just hope it's better than Secret Invasion.","[{'label': 'POSITIVE', 'score': 0.9950627684593201}]"
1235,1235,Steven Bun,2023-11-07T02:45:49Z,2023-11-07T02:45:49Z,0,The only thing motivated me is kamala khan 😍😍,"[{'label': 'NEGATIVE', 'score': 0.9976410865783691}]"
1236,1236,Michael Sparrow,2023-11-07T02:42:46Z,2023-11-07T02:42:46Z,1,This looks like it could be the best movie out of the whole MCU.,"[{'label': 'POSITIVE', 'score': 0.9993488192558289}]"
1237,1237,Steve Vadeboncoeur,2023-11-07T02:42:17Z,2023-11-07T02:42:17Z,4,brie being replaced by better more diverse superkarens is a win for the fans and the franchise.  Diversity is what brie is all about,"[{'label': 'POSITIVE', 'score': 0.9998612403869629}]"
1238,1238,Sara,2023-11-07T02:19:37Z,2023-11-07T02:19:37Z,2,"I’m excited to see Iman Vellani! A normal girl in this massive  project! 😍 
Haters pls don’t comment or watch this. 
Girls please bring the energy you brought to the Barbie movie  into this!! Movies like this won’t work unless y’all watch it!","[{'label': 'POSITIVE', 'score': 0.9969580173492432}]"
1239,1239,somers peat,2023-11-07T02:05:05Z,2023-11-07T02:05:05Z,2,Holy hell this is some like girl power rangers or something,"[{'label': 'NEGATIVE', 'score': 0.9959806203842163}]"
1240,1240,Samuel Torres Jr,2023-11-07T01:42:50Z,2023-11-07T01:42:50Z,0,Marvel is catching LLLLLLLLL’s,"[{'label': 'POSITIVE', 'score': 0.99964439868927}]"
1241,1241,John Smith,2023-11-07T01:25:41Z,2023-11-07T01:25:41Z,2,Whoever it was that's connected to this should be fired immediately,"[{'label': 'NEGATIVE', 'score': 0.9994367957115173}]"
1242,1242,Dennis DuFrane,2023-11-07T01:25:30Z,2023-11-07T01:25:30Z,2,Flop,"[{'label': 'NEGATIVE', 'score': 0.9997636675834656}]"
1243,1243,FF Forsyth,2023-11-07T01:24:59Z,2023-11-07T01:24:59Z,2,Hell no!,"[{'label': 'NEGATIVE', 'score': 0.9975447058677673}]"
1244,1244,Phoe Arwenien,2023-11-07T01:20:16Z,2023-11-07T01:26:44Z,0,"It looks intersting visually, but kind of boring plot wise. It doesn't seem to have a character arc of any kind. Just typical villain and fighting.","[{'label': 'NEGATIVE', 'score': 0.9993782043457031}]"
1245,1245,Steve Vadeboncoeur,2023-11-07T01:16:05Z,2023-11-07T01:16:05Z,2,The Marvels staring Ms. Marvel and Monica Rambeau. this already sounds like a good movie because the week whyte women is phased out,"[{'label': 'POSITIVE', 'score': 0.9980731010437012}]"
1246,1246,Drednaut505,2023-11-07T01:15:23Z,2023-11-07T01:15:23Z,2,Marvel EXPOSED! Disney is in Full PANIC Mode | deploy the brie bots,"[{'label': 'NEGATIVE', 'score': 0.8710368275642395}]"
1247,1247,란,2023-11-07T01:05:03Z,2023-11-07T01:06:05Z,2,Park Seo Jun @ 1:37 ❤ can't wait!!!,"[{'label': 'POSITIVE', 'score': 0.9870163798332214}]"
1248,1248,Elsia,2023-11-07T01:01:42Z,2023-11-07T01:01:42Z,4,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1249,1249,Elsia,2023-11-07T01:01:39Z,2023-11-07T01:01:39Z,3,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1250,1250,Elsia,2023-11-07T01:01:35Z,2023-11-07T01:01:35Z,3,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1251,1251,Elsia,2023-11-07T01:01:31Z,2023-11-07T01:01:31Z,0,Brie Larson in the Zero Suit💙🔥,"[{'label': 'NEGATIVE', 'score': 0.9877248406410217}]"
1252,1252,Elsia,2023-11-07T01:01:13Z,2023-11-07T01:01:13Z,7,BossLogic's poster for Metroid is perfection. Brie Larson is Samus Aran,"[{'label': 'POSITIVE', 'score': 0.9998289346694946}]"
1253,1253,Elsia,2023-11-07T01:00:49Z,2023-11-07T01:00:49Z,7,Brie Larson is perfect Samus,"[{'label': 'POSITIVE', 'score': 0.99982088804245}]"
1254,1254,Sumit Shakya,2023-11-07T00:43:01Z,2023-11-07T00:43:01Z,0,We don't care,"[{'label': 'NEGATIVE', 'score': 0.9996640682220459}]"
1255,1255,Drednaut505,2023-11-07T00:41:46Z,2023-11-07T00:41:46Z,2,does brie Larson has a problem with Depression & Substance Abuse?,"[{'label': 'NEGATIVE', 'score': 0.9903824925422668}]"
1256,1256,Antonio Eaton,2023-11-07T00:35:33Z,2023-11-07T00:35:33Z,1,I like this trailer far better than the others. I like how they trying to make Captain marvel more relatable and took out all those OMGs. The villain feels like Ronan and Guardian barley squeezed by with that type of villain,"[{'label': 'POSITIVE', 'score': 0.9297617673873901}]"
1257,1257,ㅋㅋㅋ,2023-11-07T00:03:56Z,2023-11-07T00:03:56Z,0,What are the odds that Spy x Family: Code White will top the box office? Or even this movie? Chances are 99.99%,"[{'label': 'NEGATIVE', 'score': 0.9803599715232849}]"
1258,1258,Steve Vadeboncoeur,2023-11-06T23:42:14Z,2023-11-06T23:42:14Z,3,The Marvels Predicted to Flop According to forecasts by Box Office Pro,"[{'label': 'NEGATIVE', 'score': 0.9996955394744873}]"
1259,1259,flying hawlucha,2023-11-06T23:36:28Z,2023-11-06T23:36:28Z,6,can’t say anyone felt hyped even before it was announced,"[{'label': 'NEGATIVE', 'score': 0.995162308216095}]"
1260,1260,Checkboxxx Productions,2023-11-06T23:35:49Z,2023-11-06T23:35:49Z,1,Nope,"[{'label': 'NEGATIVE', 'score': 0.9927230477333069}]"
1261,1261,Shariffah Atikah,2023-11-06T23:17:43Z,2023-11-06T23:17:43Z,0,"We are boycotting disney, right?","[{'label': 'NEGATIVE', 'score': 0.9993354678153992}]"
1262,1262,Drednaut505,2023-11-06T23:13:30Z,2023-11-06T23:13:30Z,3,"Hopefully this will be the last we see Brie on the big screen, considering Disney will probably not use her again as they are distancing themselves from feminist agendas","[{'label': 'NEGATIVE', 'score': 0.920297384262085}]"
1263,1263,neversayjello,2023-11-06T22:56:56Z,2023-11-06T22:56:56Z,0,Who is the villain? Jesus,"[{'label': 'NEGATIVE', 'score': 0.9956246018409729}]"
1264,1264,Tyson Eaton,2023-11-06T22:51:23Z,2023-11-06T22:51:23Z,3,This is clearly gonna flop,"[{'label': 'NEGATIVE', 'score': 0.9997807145118713}]"
1265,1265,5TAR-4ORCE,2023-11-06T22:46:39Z,2023-11-06T22:46:39Z,5,Samuel L Jackson and Brie Larson are my favorite IRL duo,"[{'label': 'POSITIVE', 'score': 0.9997227787971497}]"
1266,1266,5TAR-4ORCE,2023-11-06T22:46:18Z,2023-11-06T22:46:18Z,17,I love that Samuel L Jackson and Brie Larson are best friend IRL,"[{'label': 'POSITIVE', 'score': 0.9997870326042175}]"
1267,1267,5TAR-4ORCE,2023-11-06T22:45:48Z,2023-11-06T22:45:48Z,0,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1268,1268,Saeed Jbara,2023-11-06T22:33:38Z,2023-11-06T22:33:38Z,2,feminist.,"[{'label': 'NEGATIVE', 'score': 0.957076907157898}]"
1269,1269,Steve Vadeboncoeur,2023-11-06T22:21:00Z,2023-11-06T22:21:00Z,2,Recent reports suggest Brie Larson is disillusioned with her role as Captain Marvel and intends to step down from the role after The Marvels releases,"[{'label': 'NEGATIVE', 'score': 0.9988808035850525}]"
1270,1270,Chimpa,2023-11-06T21:48:22Z,2023-11-06T21:48:22Z,2,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1271,1271,Chimpa,2023-11-06T21:48:19Z,2023-11-06T21:48:19Z,1,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1272,1272,Chimpa,2023-11-06T21:48:16Z,2023-11-06T21:48:16Z,1,Echo is another great example of Marvel becoming more diverse to weedout the raycist,"[{'label': 'POSITIVE', 'score': 0.9975550770759583}]"
1273,1273,Chimpa,2023-11-06T21:47:36Z,2023-11-06T21:47:36Z,2,I love that Marvel is weeding out the /nceI dudes from the fandom,"[{'label': 'POSITIVE', 'score': 0.7020301818847656}]"
1274,1274,Steve Vadeboncoeur,2023-11-06T21:41:57Z,2023-11-06T21:41:57Z,2,Disney ABANDONS The Marvels! Captain Marvel 2 Has WORST Screenings In MCU History!,"[{'label': 'NEGATIVE', 'score': 0.9997901320457458}]"
1275,1275,Demonal Devicue,2023-11-06T21:35:12Z,2023-11-06T21:35:12Z,1,"This movie is too good 
We marvel fan does not deserve to watch this👀","[{'label': 'POSITIVE', 'score': 0.9963609576225281}]"
1276,1276,Dwarfus twa,2023-11-06T21:34:28Z,2023-11-06T21:34:28Z,4,Marvel feels like they dont even have writers anymore,"[{'label': 'NEGATIVE', 'score': 0.9995208978652954}]"
1277,1277,Lou Barron,2023-11-06T21:19:22Z,2023-11-06T21:19:22Z,3,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1278,1278,Vanessa Gomes Silva,2023-11-06T21:08:00Z,2023-11-06T21:08:00Z,5,Muito bom gostei muito parabéns pelo o trabalho,"[{'label': 'NEGATIVE', 'score': 0.9448243379592896}]"
1279,1279,infinity,2023-11-06T20:56:22Z,2023-11-06T20:56:22Z,0,too much of female leads are there feels disconnected,"[{'label': 'NEGATIVE', 'score': 0.9987180233001709}]"
1280,1280,Steve Vadeboncoeur,2023-11-06T20:45:05Z,2023-11-06T20:45:05Z,2,Everyone HATES The Marvels! New box office projection has movie performing WORSE than we thought!,"[{'label': 'NEGATIVE', 'score': 0.9993864297866821}]"
1281,1281,Logical,2023-11-06T20:45:02Z,2023-11-06T20:45:02Z,31,The downfall continues,"[{'label': 'NEGATIVE', 'score': 0.9996547698974609}]"
1282,1282,Drednaut505,2023-11-06T20:42:20Z,2023-11-06T20:42:20Z,3,"The Marvels DISASTER Gets Worse! MASSIVE Budget Revealed, Brie Larson Takes Back Seat","[{'label': 'NEGATIVE', 'score': 0.9968468546867371}]"
1283,1283,Living Laser,2023-11-06T20:41:32Z,2023-11-06T20:41:32Z,3,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1284,1284,Living Laser,2023-11-06T20:41:28Z,2023-11-06T20:41:28Z,1,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1285,1285,Living Laser,2023-11-06T20:41:23Z,2023-11-06T20:41:23Z,24,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1286,1286,Living Laser,2023-11-06T20:41:10Z,2023-11-06T20:41:10Z,3,".When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9541288018226624}]"
1287,1287,Living Laser,2023-11-06T20:41:02Z,2023-11-06T20:41:02Z,1,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1288,1288,Steve Vadeboncoeur,2023-11-06T20:38:30Z,2023-11-06T20:38:30Z,3,Box Office Pro: 'The Marvels' Could Be Disney's Next Bomb,"[{'label': 'NEGATIVE', 'score': 0.9867666363716125}]"
1289,1289,Drednaut505,2023-11-06T20:37:57Z,2023-11-06T20:37:57Z,2,I'm suprised that hollywood clowns like brie did not graduate from clown school.  This is a huge disconnect for the American population and the clowns,"[{'label': 'NEGATIVE', 'score': 0.9993932247161865}]"
1290,1290,MexeM,2023-11-06T20:33:08Z,2023-11-06T20:33:08Z,1,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1291,1291,MexeM,2023-11-06T20:32:55Z,2023-11-06T20:32:55Z,0,4 DAYS!!!!,"[{'label': 'POSITIVE', 'score': 0.9547947645187378}]"
1292,1292,MexeM,2023-11-06T20:32:50Z,2023-11-06T20:32:50Z,0,IMAX LETS GO IMAX LETS GO,"[{'label': 'POSITIVE', 'score': 0.9995455145835876}]"
1293,1293,MexeM,2023-11-06T20:32:40Z,2023-11-06T20:32:40Z,0,LETS GO,"[{'label': 'NEGATIVE', 'score': 0.8024131655693054}]"
1294,1294,MexeM,2023-11-06T20:32:35Z,2023-11-06T20:32:35Z,0,4 DAYS !,"[{'label': 'POSITIVE', 'score': 0.9807565808296204}]"
1295,1295,Emil Petrov,2023-11-06T20:15:47Z,2023-11-06T20:15:47Z,1,"Is it me or are the comments botted? 
Some seem to repeat word for word with a point added before. (probably to avoid youtube's agorithm) 
And also a lot of the user names are weird.","[{'label': 'NEGATIVE', 'score': 0.9995342493057251}]"
1296,1296,CLoRed,2023-11-06T20:13:58Z,2023-11-06T20:13:58Z,4,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1297,1297,CLoRed,2023-11-06T20:13:53Z,2023-11-06T20:13:53Z,1,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1298,1298,Toky Spark,2023-11-06T20:08:06Z,2023-11-06T20:08:06Z,5,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1299,1299,Toky Spark,2023-11-06T20:08:02Z,2023-11-06T20:08:02Z,8,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1300,1300,Toky Spark,2023-11-06T20:07:26Z,2023-11-06T20:07:26Z,4,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1301,1301,Drednaut505,2023-11-06T19:37:18Z,2023-11-06T19:37:18Z,4,brie being replaced by better more diverse superkarens is a win for the fans and the franchise.  Diversity is what brie is all about,"[{'label': 'POSITIVE', 'score': 0.9998612403869629}]"
1302,1302,Steve Vadeboncoeur,2023-11-06T19:35:39Z,2023-11-06T19:35:39Z,7,This Is Why 'The Marvels' Is Destined To Flop,"[{'label': 'NEGATIVE', 'score': 0.9998024106025696}]"
1303,1303,Maga is a lie promoting Racism Bigotry and Hate,2023-11-06T19:34:41Z,2023-11-06T19:34:41Z,16,"When Beastie says ''DONT YOU TELL ME TO SMILE''   😱 
🙌Most epic clap back of all time!
the chuds can never listen to this song again 🤣","[{'label': 'POSITIVE', 'score': 0.9456343650817871}]"
1304,1304,Maga is a lie promoting Racism Bigotry and Hate,2023-11-06T19:29:45Z,2023-11-06T19:29:45Z,4,Brie Larson has transcended acting. She has become an icon and symbol or freedom.,"[{'label': 'POSITIVE', 'score': 0.999471127986908}]"
1305,1305,Rodrigo Pereira,2023-11-06T19:29:05Z,2023-11-06T19:29:05Z,1,Show muito bom esse filme,"[{'label': 'NEGATIVE', 'score': 0.9077550768852234}]"
1306,1306,Maga is a lie promoting Racism Bigotry and Hate,2023-11-06T19:29:00Z,2023-11-06T19:29:00Z,17,the way Brie lives rent free in the troIIs minds is iconic indeed.,"[{'label': 'POSITIVE', 'score': 0.9997767806053162}]"
1307,1307,Maga is a lie promoting Racism Bigotry and Hate,2023-11-06T19:28:23Z,2023-11-06T19:28:23Z,2,Brie Larson in the Zero suit 🤩💙,"[{'label': 'NEGATIVE', 'score': 0.9635279178619385}]"
1308,1308,Lanzo,2023-11-06T19:22:27Z,2023-11-06T19:22:27Z,1,Brie Larson in the Zero suit 🤩💙,"[{'label': 'NEGATIVE', 'score': 0.9635279178619385}]"
1309,1309,Lanzo,2023-11-06T19:21:40Z,2023-11-06T19:21:40Z,2,"With all the free publicity Brie Larson gets, its no wonder she is one of the most highest paid actors,. 🔥","[{'label': 'POSITIVE', 'score': 0.9987947940826416}]"
1310,1310,HaloReaper,2023-11-06T19:18:54Z,2023-11-06T19:18:54Z,10,the way Brie Larson dominates every single moment of the aIt right troIIs minds is Legend . She lives rent fre 24/7,"[{'label': 'POSITIVE', 'score': 0.9987479448318481}]"
1311,1311,HaloReaper,2023-11-06T19:18:19Z,2023-11-06T19:18:19Z,0,Nobody lives rent free like Brie Larson,"[{'label': 'NEGATIVE', 'score': 0.9719690680503845}]"
1312,1312,HaloReaper,2023-11-06T19:18:09Z,2023-11-06T19:18:09Z,0,Brie Larson is rich a f now. Thanks chuds for all the free publicity 🤣,"[{'label': 'POSITIVE', 'score': 0.9994314312934875}]"
1313,1313,HaloReaper,2023-11-06T19:17:15Z,2023-11-06T19:17:15Z,1,"With all the free publicity Brie Larson gets, its no wonder she is one of the most highest paid actors,. 🔥","[{'label': 'POSITIVE', 'score': 0.9987947940826416}]"
1314,1314,HaloReaper,2023-11-06T19:17:11Z,2023-11-06T19:17:11Z,0,"With all the free publicity Brie Larson gets, its no wonder she is one of the most highest paid actors,. 🔥","[{'label': 'POSITIVE', 'score': 0.9987947940826416}]"
1315,1315,HaloReaper,2023-11-06T19:17:03Z,2023-11-06T19:17:03Z,4,I'm not surprised Apple+ raised the price. Brie Larson is amazing as Elizabeth Zott and Lessons in Chemistry will probably win the Emmy.,"[{'label': 'POSITIVE', 'score': 0.9998292922973633}]"
1316,1316,HaloReaper,2023-11-06T19:16:58Z,2023-11-06T19:16:58Z,1,I'm not surprised Apple+ raised the price. Brie Larson is amazing as Elizabeth Zott and Lessons in Chemistry will probably win the Emmy.,"[{'label': 'POSITIVE', 'score': 0.9998292922973633}]"
1317,1317,Steve Vadeboncoeur,2023-11-06T19:16:19Z,2023-11-06T19:16:19Z,1,The Marvels Predicted to Flop According to forecasts by Box Office Pro,"[{'label': 'NEGATIVE', 'score': 0.9996955394744873}]"
1318,1318,airsoftdemon12345678,2023-11-06T19:14:47Z,2023-11-06T19:14:47Z,3,Show us the dislike count,"[{'label': 'NEGATIVE', 'score': 0.9917940497398376}]"
1319,1319,ArkanasRevenge,2023-11-06T19:14:10Z,2023-11-06T19:14:10Z,0,I'm not surprised Apple+ raised the price. Brie Larson is amazing as Elizabeth Zott and Lessons in Chemistry will probably win the Emmy.,"[{'label': 'POSITIVE', 'score': 0.9998292922973633}]"
1320,1320,ArkanasRevenge,2023-11-06T19:13:55Z,2023-11-06T19:13:55Z,24,"It not only made X-MEN different, but it was a good METAPHOR for what was happening with the CIVIL RIGHTS MOVEMENT in the country '' 

-S T A N LE E (Creator of the Marvel Universe)","[{'label': 'POSITIVE', 'score': 0.9986094236373901}]"
1321,1321,ArkanasRevenge,2023-11-06T19:13:37Z,2023-11-06T19:13:37Z,0,"Yeah,
I mean,
 nobody is forcing you to watch Disney or Marvel. unless you're a basement dwelling Ioser with no Iife i cant see why you would continue watching something you hate.","[{'label': 'NEGATIVE', 'score': 0.9957661628723145}]"
1322,1322,ArkanasRevenge,2023-11-06T19:13:04Z,2023-11-06T19:13:04Z,7,"Captain Marvel made jetfighters cool again in 2019. Its genius to have the release in Nov 10
,","[{'label': 'POSITIVE', 'score': 0.9992668032646179}]"
1323,1323,ArkanasRevenge,2023-11-06T19:12:53Z,2023-11-06T19:12:53Z,1,"./🌟💙“Marvel has always been and always will be a reflection of the world right outside our window. That world may change and evolve, but the one thing that will never change is the way we tell our stories of heroism. Those stories have room for everyone, regardless of their race, gender or color of their skin. The only things we don’t have room for are hatred, intolerance and bigotry.” --S T A N L E E (Creator of the Marvel Universe)💙,🌟,.,","[{'label': 'POSITIVE', 'score': 0.9804798364639282}]"
1324,1324,Steve Vadeboncoeur,2023-11-06T19:10:53Z,2023-11-06T19:10:53Z,2,"Disney PANICS! And deploys the brie bots, The Marvels is Projected to FLOP","[{'label': 'NEGATIVE', 'score': 0.9997780919075012}]"
